Source;Target;Relationship type;Pääluokka;Alaluokka;Tapaus_ID
1485;2226;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
1485;3125;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
1485;2238;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
1485;863;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
1485;1711;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
2539;1285;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
2539;1196;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
2539;952;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
2539;2014;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
2539;1481;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
2539;668;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
2539;2226;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
2539;3125;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
2539;2238;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
2539;863;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
2539;1711;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
1285;1196;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
1285;952;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
1285;2014;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
1285;1481;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
1285;668;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
1285;2226;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
1285;3125;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
1285;2238;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
1285;863;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
1285;1711;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
1196;952;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
1196;2014;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
1196;1481;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
1196;668;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
1196;2226;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
1196;3125;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
1196;2238;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
1196;863;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
1196;1711;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
952;2014;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
952;1481;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
952;668;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
952;2226;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
952;3125;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
952;2238;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
952;863;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
952;1711;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
2014;1481;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
2014;668;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
2014;2226;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
2014;3125;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
2014;2238;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
2014;863;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
2014;1711;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
1481;668;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
1481;2226;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
1481;3125;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
1481;2238;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
1481;863;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
1481;1711;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
668;2226;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
668;3125;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
668;2238;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
668;863;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
668;1711;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
2226;3125;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
2226;2238;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
2226;863;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
2226;1711;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
3125;2238;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
3125;863;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
3125;1711;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
2238;863;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
2238;1711;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
863;1711;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2151
2970;455;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2152
1857;2047;1–2;Palkka- ja palkollisasiat;Maksamaton palkka;2153
2974;2723;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2154
2974;871;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2154
2974;668;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2154
2974;632;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2154
2723;871;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2154
2723;668;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2154
2723;632;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2154
871;668;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2154
871;632;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2154
668;632;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2154
187;1086;1–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2155
1136;2631;1–3;Perintö;Pesänjako, erojako;2156
1136;203;1–3;Perintö;Pesänjako, erojako;2156
1136;1135;1–2;Perintö;Pesänjako, erojako;2156
2631;203;3–3;Perintö;Pesänjako, erojako;2156
2631;1135;3–2;Perintö;Pesänjako, erojako;2156
203;1135;3–2;Perintö;Pesänjako, erojako;2156
2731;2631;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2731;1639;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2731;2971;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2731;1176;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2731;2523;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2731;3261;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2731;3193;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2731;2567;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2731;177;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2731;3063;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2731;2329;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2731;1595;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2731;388;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2631;1639;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2631;2971;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2631;1176;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2631;2523;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2631;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2631;3193;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2631;2567;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2631;177;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2631;3063;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2631;2329;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2631;1595;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2631;388;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
1639;2971;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
1639;1176;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
1639;2523;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
1639;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
1639;3193;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
1639;2567;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
1639;177;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
1639;3063;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
1639;2329;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
1639;1595;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
1639;388;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2971;1176;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2971;2523;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2971;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2971;3193;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2971;2567;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2971;177;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2971;3063;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2971;2329;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2971;1595;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2971;388;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
1176;2523;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
1176;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
1176;3193;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
1176;2567;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
1176;177;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
1176;3063;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
1176;2329;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
1176;1595;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
1176;388;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2523;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2523;3193;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2523;2567;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2523;177;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2523;3063;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2523;2329;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2523;1595;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2523;388;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
3261;3193;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
3261;2567;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
3261;177;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
3261;3063;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
3261;2329;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
3261;1595;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
3261;388;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
3193;2567;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
3193;177;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
3193;3063;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
3193;2329;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
3193;1595;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
3193;388;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2567;177;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2567;3063;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2567;2329;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2567;1595;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2567;388;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
177;3063;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
177;2329;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
177;1595;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
177;388;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
3063;2329;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
3063;1595;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
3063;388;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2329;1595;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2329;388;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
1595;388;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2157
2631;668;1–3;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2158
2631;3261;1–3;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2158
2631;1467;1–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2158
668;3261;3–3;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2158
668;1467;3–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2158
3261;1467;3–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2158
2631;2723;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2159
2631;3261;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2159
2631;203;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2159
2631;2640;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2159
2723;3261;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2159
2723;203;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2159
2723;2640;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2159
3261;203;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2159
3261;2640;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2159
203;2640;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2159
2638;3200;4–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2160
2638;2060;4–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2160
3200;2060;2–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2160
871;1711;1–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2161
2857;1753;2–2;Seksuaalirikokset;Salavuoteus;2162
1652;1172;1–2;Palkka- ja palkollisasiat;Maksamaton palkka;2163
2230;2203;1–2;Palkka- ja palkollisasiat;Maksamaton palkka;2164
2203;225;1–2;Sotilaat;Kutsuntoihin ja sotilaaksiottoon liittyvät riidat;2165
460;2723;1–3;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2166
460;2631;1–3;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2166
460;2523;1–3;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2166
460;2058;1–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2166
2723;2631;3–3;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2166
2723;2523;3–3;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2166
2723;2058;3–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2166
2631;2523;3–3;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2166
2631;2058;3–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2166
2523;2058;3–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2166
455;2971;1–1;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2168
455;461;1–1;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2168
455;668;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2168
455;2631;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2168
455;2723;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2168
2971;461;1–1;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2168
2971;668;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2168
2971;2631;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2168
2971;2723;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2168
461;668;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2168
461;2631;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2168
461;2723;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2168
668;2631;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2168
668;2723;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2168
2631;2723;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2168
899;1481;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2169
933;952;1–2;Vahingonteot ja omavaltainen nautinta;Lieva vahingonteko;2170
1522;1540;1–2;Haasteen laiminlyönti;Poissaolo käräjiltä;2171
1034;434;1–2;Palkka- ja palkollisasiat;Maksamaton palkka;2172
771;2731;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2173
1486;1445;1–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2174
1445;1481;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2175
1522;2018;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2176
1522;2018;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2177
1522;2058;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2177
2018;2058;2–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2177
2644;2631;1–2;Perintö;Ilmoitus tai riita perinnöstä;2178
334;784;1–2;Vahingonteot ja omavaltainen nautinta;Lieva vahingonteko;2179
2911;1771;1–2;Väkivalta;Pahoinpitely;2180
1771;205;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2181
1771;2631;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2181
1771;2862;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2181
205;2631;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2181
205;2862;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2181
2631;2862;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2181
2812;1196;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2182
2812;871;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2182
2812;276;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2182
2812;2817;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2182
1196;871;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2182
1196;276;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2182
1196;2817;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2182
871;276;3–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2182
871;2817;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2182
276;2817;3–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2182
2644;1165;1–2;Vahingonkorvaukset;Kotieläinten vahingot;2183
1897;668;1–2;Vahingonkorvaukset;Kotieläinten vahingot;2184
319;332;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2185
1526;455;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2186
1526;2723;1–5;Hallinto- ja ilmoitusasiat;Autiotilat;2186
455;2723;5–5;Hallinto- ja ilmoitusasiat;Autiotilat;2186
1376;3245;1–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2188
2195;1196;1–1;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2189
2195;1998;1–1;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2189
2195;1376;1–2;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2189
1196;1998;1–1;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2189
1196;1376;1–2;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2189
1998;1376;1–2;Hallinto- ja ilmoitusasiat;Muut hallinto- ja ilmoitusasiat;2189
1196;2580;1–2;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2190
2580;670;1–2;Velat, ulosmittaukset ja kaupankäynti;Velka, laina, ulosmittaus (raha, hyödyke, tavara);2191
1322;2282;1–2;Palkka- ja palkollisasiat;Maksamaton palkka;2197
2817;668;1–5;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2198
2817;455;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2198
2817;3093;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2198
2817;643;1–3;Maanhallinta ja nautinta;Pelto, kaski, niitty, metsä;2198
